Freeze,Bill Code,Contract Code,Job,Phase,Name,Shared Saving,Category,Phase Type,Type,Method,Current Cost Budget,Spent/Committed Against Base Contract,Spent/Committed Total,Actual Cost,Spent/Committed (In Scope),Complete %,Pending Internal PCI,Pending Internal PCI Cost To Complete,Pending External PCI Cost To Complete,Cost to Complete,Cost to Complete Override,Projected Cost Forecast,Projected Cost Forecast Override,Cost Variance,Pending CO,Pending CO (Incl. Risk),Projected Cost Budget,Spent/Committed (Pending CO),Cost To Complete (Pending CO),Proj Cost Forecast (Incl. Pending CO),Projected Cost Forecast (Incl Pending CO) Override,Cost Variance (Incl Pending CO),Current Bill Budget,Pending CO,Original Cost<br/> Budget Amount,Original Bill<br/> Budget Amount,Pending CO (Incl. Risk),Projected Bill Budget,Billed To Date,Revenue Forecast,Revenue Forecast Override,Revenue Variance,Adj Rev Forecast,Projected Profit,Current Period Cost,Previous Period Cost,Last Period  Forecast,Cost Forercast /<br>Variance,Current Period  Changes,Previous Period  Changes,Current Period  Commitments,Previous Period  Commitments,Shared Saving Amt,Profit Incl Shared Saving,Pending PCI including Risk (revenue),Pending PCI including Risk (Cost),WIP Projected cost forecast including Risk,WIP Projected cost forecast,WIP Revenue amount,WIP adjusted Revenue amount,Adj Rev Forecast <br/> Variance,Billed Budget Qty,Billed Completed Qty,Billed Remaining Qty,Billed Projected Qty,Input Budget Qty,Input Completed Qty,Input Remaining Qty,Input Projected Qty,Input WM Code,Output Budget Qty,Output Completed Qty,Output Remaining Qty,Output Projected Qty,Output WM Code,Committed Amount,Committed Remaining Amount,Spent Against Commitment Amount,Total Cost to Complete Amt,Notes
Y,IPCRP1-1121-0000-R,IPCRP1,IPCRP1,1121-0000,70.13 MN OR #3  Mini-Piles (Grouted),N,R,,UNIT,A,0,0,0,0,0,0,0,0,0,0,N,0,N,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VF,0,0,0,0,VF,0,0,0,0,
Y,IPCRP1-1122-0000-R,IPCRP1,IPCRP1,1122-0000,70.13 MN OR #3 Mini-Piles (Grouted),N,R,,UNIT,A,0,0,0,0,0,0,0,0,0,0,N,0,N,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VF,0,0,0,0,VF,0,0,0,0,
Y,IPCRP1-1123-0000-R,IPCRP1,IPCRP1,1123-0000,70.13 MN Mini-Piles (Grouted) OR No. 3 <125%,N,R,,UNIT,A,0,0,0,0,0,0,0,0,0,0,N,0,N,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VF,0,0,0,0,VF,0,0,0,0,
Y,IPCRP1-1124-0000-R,IPCRP1,IPCRP1,1124-0000,70.13 MN Mini-Piles (Grouted) OR No. 3 >125%,N,R,,UNIT,A,0,0,0,0,0,0,0,0,0,0,N,0,N,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VF,0,0,0,0,VF,0,0,0,0,
Y,IPCRP1-1125-0000-R,IPCRP1,IPCRP1,1125-0000,"OR#4 Item 565.1924, 565.1925, PK-227B ADA, PK-ESCR",N,R,,UNIT,A,0,0,0,0,0,0,0,0,0,0,N,0,N,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LS,0,0,0,0,LS,0,0,0,0,
Y,IPCRP1-1126-0000-R,IPCRP1,IPCRP1,1126-0000,"ESCR-8.01C1 OR #5 Hand, Trans, & Disp of Non Haz C",N,R,,UNIT,A,0,0,0,0,0,0,0,0,0,0,N,0,N,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,TN,0,0,0,0,
Y,IPCRP1-1127-0000-R,IPCRP1,IPCRP1,1127-0000,"ESCR-8.01C1 OR #8 Hand, Trans, & Disp of Non Haz C",N,R,,UNIT,A,0,0,0,0,0,0,0,0,0,0,N,0,N,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,TN,0,0,0,0,
Y,IPCRP1-2000-1000-E,IPCRP1,IPCRP1,2000-1000,Rebar Summary (All),N,E,,NR,P,39813,0,0,0,0,0,0,0,0,0,Y,0,Y,39813,0,0,39813,0,0,0,Y,39813,0,0,39813,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,8759374,5445161.83,2579777.17,8024939,LB,0,0,0,0,"1. VS (Feb 24) used contract historical data to project out Rebar Support costs from $0.005/lb to $0.10/lb). 2. SUBS: Rodbusters $5,360,767.85, Metro Rebar $6,964,436.95, Posillico Civil SC = $510,000.00, KMA SC =
$44,659.72. Total = $12,879,864.52. 3. MAT: CFS Steel $4,639,133.28, plus 6 others $213,779.31. Total = $4,852,912.59"
Y,IPCRP1-2000-1000-L,IPCRP1,IPCRP1,2000-1000,Rebar Summary (All),N,L,,NR,P,42655,938604.04,938604.04,938604.04,938604.04,68.61319349,0,0,0,429360.33,Y,1367964.37,Y,-1325309.37,0,0,42655,0,0,1367964.37,Y,-1325309.37,0,0,42655,0,0,0,0,0,N,0,0,-1367964.37,60275.09,46184.09,1367964.37,0,0,0,0,0,0,-1367964.37,0,0,1367964.37,1367964.37,0,0,0,318.5,0,10857.35,10857.35,318.5,7366,3491.35,10857.35,HR,8759374,5445161.83,2579777.17,8024939,LB,0,0,0,429360.33,"1. VS (Feb 24) used contract historical data to project out Rebar Support costs from $0.005/lb to $0.10/lb). 2. SUBS: Rodbusters $5,360,767.85, Metro Rebar $6,964,436.95, Posillico Civil SC = $510,000.00, KMA SC =
$44,659.72. Total = $12,879,864.52. 3. MAT: CFS Steel $4,639,133.28, plus 6 others $213,779.31. Total = $4,852,912.59"
Y,IPCRP1-2000-1000-M,IPCRP1,IPCRP1,2000-1000,Rebar Summary (All),N,M,,NR,P,2505137,5393752.02,5393752.02,2772317.43,5393752.02,53.06154825,0,0,0,-169031.82,Y,5224720.2,Y,-2719583.2,0,0,2505137,0,0,5224720.2,Y,-2719583.2,0,0,2505137,0,0,0,0,0,N,0,0,-5224720.2,368823.62,228814.88,5224720.2,0,0,0,67266.67,33952.44,0,-5224720.2,0,0,5224720.2,5224720.2,0,0,0,0,0,0,,0,3304459.11,-1116381.26,2188077.85,NA,8759374,5445161.83,2579777.17,8024939,LB,5423084.32,2621434.59,2801649.73,-169031.82,"New Note - Install quantity thru Jan 2025: Rodbusters (2,664,800), Posillico (614,644), Metro (526,804) = 3,806,248 lbs total. Refer to VS email to VT on 1/20/24. CFS Steel PO@$4,028.38 New Note - Install quantity thru Dec 2024: Rodbusters (2,664,800), Posillico (614,644), Metro (363,676) = 3,643,000 lbs total.  Refer o VS email to VT on 1/20/24."
Y,IPCRP1-2000-1000-S,IPCRP1,IPCRP1,2000-1000,Rebar Summary (All),N,S,,NR,A,12962283.6,13189692.54,13189692.54,8460243.11,13189692.54,64.22700986,0,0,0,-17285.59,Y,13172406.95,Y,-210123.35,0,0,12962283.6,0,0,13172406.95,Y,-210123.35,0,0,12962283.6,0,0,0,0,0,N,0,0,-13172406.95,261423.64,2883.18,13172406.95,0,0,0,3340.75,5940.19,0,-13172406.95,0,0,13172406.95,13172406.95,0,0,0,0,0,0,,0,11316264.8,-11316263.8,1,NA,8759374,5445161.83,2579777.17,8024939,LB,13189692.54,4729449.43,8460243.11,-17285.59,
Y,IPCRP1-2000-1002-L,IPCRP1,IPCRP1,2000-1002,Rebar Costs Above Rodbusters Earned CV,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,0,1,0,1,LS,0,0,0,0,
Y,IPCRP1-2000-1002-S,IPCRP1,IPCRP1,2000-1002,Rebar Costs Above Rodbusters Earned CV,N,S,,UNIT,A,0,196567.9,196567.9,196567.9,196567.9,100,0,0,0,0,N,196567.9,N,-196567.9,0,0,0,0,0,196567.9,N,-196567.9,0,0,0,0,0,0,0,0,N,0,0,-196567.9,0,0,196567.9,0,0,0,0,0,0,-196567.9,0,0,196567.9,196567.9,0,0,0,0,0,2.04,2.04,0,2,0.04,2.04,NA,0,1,0,1,LS,196567.9,0,196567.9,0,
Y,IPCRP1-2000-1010-L,IPCRP1,IPCRP1,2000-1010,Mesh Summary,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,22028,0,160000,160000,SF,0,0,0,0,
Y,IPCRP1-2000-1010-M,IPCRP1,IPCRP1,2000-1010,Mesh Summary,N,M,,NR,P,1800,41711.95,41711.95,41711.95,41711.95,32.58746094,0,0,0,86288.05,Y,128000,Y,-126200,0,0,1800,0,0,128000,Y,-126200,0,0,1800,0,0,0,0,0,N,0,0,-128000,14925,0,128000,0,0,0,13897.59,0,0,-128000,0,0,128000,128000,0,0,0,0,0,0,,0,724,-724,0,NA,22028,0,160000,160000,SF,38546.11,-3165.84,41711.95,86288.05,"Furnish mesh not included in Rodbusters subcontract due to crazy market pricing @ time of writing subcontract (VS, 2/17/2022)"
Y,IPCRP1-2000-1010-S,IPCRP1,IPCRP1,2000-1010,Mesh Summary,N,S,,NR,A,44236,0,0,0,0,0,0,0,0,0,Y,0,Y,44236,0,0,44236,0,0,0,Y,44236,0,0,44236,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,22028,0,160000,160000,SF,0,0,0,0,
Y,IPCRP1-2000-1020-C,IPCRP1,IPCRP1,2000-1020,Concrete Summary,N,C,,UNIT,U,0,710879.11,710879.11,612197.88,710879.11,89.70872113,0,0,0,-28450.61,Y,682428.5,Y,-682428.5,0,0,0,0,0,682428.5,Y,-682428.5,0,0,0,0,0,0,0,0,N,0,0,-682428.5,46012.97,22158.24,682428.5,0,0,0,6924.45,4154.67,0,-682428.5,0,0,682428.5,682428.5,0,0,0,0,0,463.46,463.46,0,568.91,-105.45,463.46,NA,59694,36796.5,16119.5,52916,CY,710879.11,98681.23,612197.88,-28450.61,
Y,IPCRP1-2000-1020-L,IPCRP1,IPCRP1,2000-1020,Concrete Summary,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,59694,36796.5,16119.5,52916,CY,0,0,0,0,
Y,IPCRP1-2000-1020-M,IPCRP1,IPCRP1,2000-1020,Concrete Summary,N,M,,NR,P,10544517.5,9184719.84,9184719.84,6387452.75,9184719.84,67.55575996,0,0,0,270362.53,Y,9455082.37,Y,1089435.13,0,0,10544517.5,0,0,9455082.37,Y,1089435.13,0,0,10544517.5,0,0,0,0,0,N,0,0,-9455082.37,236213.31,163495.91,9455082.37,0,0,0,0,0,0,-9455082.37,0,0,9455082.37,9455082.37,0,0,0,0,0,0,,0,262515.85,-216976.74,45539.11,NA,59694,36796.5,16119.5,52916,CY,9184719.84,2797267.09,6387452.75,270362.53,"US CONCRETE INC Base PO@$10,338,282.37"
Y,IPCRP1-2000-1020-S,IPCRP1,IPCRP1,2000-1020,Concrete Summary,N,S,,UNIT,A,0,193.65,193.65,193.65,193.65,100,0,0,0,0,N,193.65,N,-193.65,0,0,0,0,0,193.65,N,-193.65,0,0,0,0,0,0,0,0,N,0,0,-193.65,0,0,193.65,0,0,0,0,0,0,-193.65,0,0,193.65,193.65,0,0,0,0,0,1.5,1.5,0,1.5,0,1.5,NA,59694,36796.5,16119.5,52916,CY,193.65,0,193.65,0,
Y,IPCRP1-2000-1022-C,IPCRP1,IPCRP1,2000-1022,Spoils Control for JG Work - Other than Houston St,N,C,,UNIT,U,0,10124.51,10124.51,9299.21,10124.51,3.099736667,0,0,0,289875.49,Y,300000,Y,-300000,0,0,0,0,0,300000,Y,-300000,0,0,0,0,0,0,0,0,N,0,0,-300000,0,0,300000,0,0,0,0,0,0,-300000,0,0,300000,300000,0,0,0,0,0,0,0,0,235.56,-235.56,0,NA,0,7042.3,7269,14311.3,CY,10124.51,825.3,9299.21,289875.49,
Y,IPCRP1-2000-1022-E,IPCRP1,IPCRP1,2000-1022,Spoils Control for JG Work - Other than Houston St,N,E,,UNIT,A,0,27130.05,27130.05,24918.52,27130.05,91.84841163,0,0,0,0,Y,27130.05,Y,-27130.05,0,0,0,0,0,27130.05,Y,-27130.05,0,0,0,0,0,0,0,0,N,0,0,-27130.05,0,0,27130.05,0,0,0,0,0,0,-27130.05,0,0,27130.05,27130.05,0,0,0,0,0,0,0,0,365.82,-365.82,0,NA,0,7042.3,7269,14311.3,CY,27130.05,2211.53,24918.52,0,
Y,IPCRP1-2000-1022-L,IPCRP1,IPCRP1,2000-1022,Spoils Control for JG Work - Other than Houston St,N,L,,UNIT,P,0,539796.02,539796.02,539796.02,539796.02,23.91050693,0,0,0,1717772.26,Y,2257568.28,Y,-2257568.28,0,0,0,0,0,2257568.28,Y,-2257568.28,0,0,0,0,0,0,0,0,N,0,0,-2257568.28,0,0,2257568.28,0,0,0,0,0,0,-2257568.28,0,0,2257568.28,2257568.28,0,0,0,0,0,17184.5,17184.5,0,4021.5,13163,17184.5,HR,0,7042.3,7269,14311.3,CY,0,0,0,1717772.26,
Y,IPCRP1-2000-1022-S,IPCRP1,IPCRP1,2000-1022,Spoils Control for JG Work - Other than Houston St,N,S,,UNIT,A,0,1083739.01,1083739.01,779167.01,1083739.01,38.9583505,0,0,0,916260.99,Y,2000000,Y,-2000000,0,0,0,0,0,2000000,Y,-2000000,0,0,0,0,0,0,0,0,N,0,0,-2000000,0,0,2000000,0,0,0,0,0,0,-2000000,0,0,2000000,2000000,0,0,0,0,0,0,0,0,210.88,-210.88,0,NA,0,7042.3,7269,14311.3,CY,1083739.01,304572,779167.01,916260.99,"T&D Cost: 11,108cy x 2.00fluff = 22,216cy x 27cf/cy = 600,000cf x 130#/cf = 78,000,000lbs = 39,000T x $60/T (T&D) = $2,340,000"
Y,IPCRP1-2000-1030-C,IPCRP1,IPCRP1,2000-1030,"MH Accessories (steps, chain holes, slabs, chlori",N,C,,NR,P,988,15633.46,15633.46,15591.31,15633.46,99.73038598,0,0,0,0,Y,15633.46,Y,-14645.46,0,0,988,0,0,15633.46,Y,-14645.46,0,0,988,0,0,0,0,0,N,0,0,-15633.46,0,0,15633.46,0,0,0,0,0,0,-15633.46,0,0,15633.46,15633.46,0,0,0,0,0,0,,0,7,-7,0,NA,59,0,59,59,EA,15633.46,42.15,15591.31,0,
Y,IPCRP1-2000-1030-L,IPCRP1,IPCRP1,2000-1030,"MH Accessories (steps, chain holes, slabs, chlori",N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,59,0,59,59,EA,0,0,0,0,
Y,IPCRP1-2000-1030-M,IPCRP1,IPCRP1,2000-1030,"MH Accessories (steps, chain holes, slabs, chlori",N,M,,NR,P,35455,0,0,0,0,0,0,0,0,0,Y,0,Y,35455,0,0,35455,0,0,0,Y,35455,0,0,35455,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,544,544,NA,59,0,59,59,EA,0,0,0,0,"CAMPBELL FOUNDRY Base PO@$12,489.00"
Y,IPCRP1-2000-1040-L,IPCRP1,IPCRP1,2000-1040,DEP Castings,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,205,0,208,208,EA,0,0,0,0,
Y,IPCRP1-2000-1040-M,IPCRP1,IPCRP1,2000-1040,DEP Castings,N,M,,NR,P,254400,207196,207196,105637,207196,50.98409236,0,0,0,0,Y,207196,Y,47204,0,0,254400,0,0,207196,Y,47204,0,0,254400,0,0,0,0,0,N,0,0,-207196,0,0,207196,0,0,0,0,0,0,-207196,0,0,207196,207196,0,0,0,0,0,0,,0,296,-296,0,NA,205,0,208,208,EA,207196,101559,105637,0,"CAMPBELL FOUNDRY Base PO@$156,894.00"
Y,IPCRP1-2000-1050-L,IPCRP1,IPCRP1,2000-1050,CB Hoods & Hooks,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,12,0,0,0,EA,0,0,0,0,
Y,IPCRP1-2000-1050-M,IPCRP1,IPCRP1,2000-1050,CB Hoods & Hooks,N,M,,NR,P,1680,0,0,0,0,0,0,0,0,0,Y,0,Y,1680,0,0,1680,0,0,0,Y,1680,0,0,1680,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,12,12,NA,12,0,0,0,EA,0,0,0,0,"Can change PM Forecast once PO is executed. (VS, 2/17/22)"
Y,IPCRP1-2000-1060-C,IPCRP1,IPCRP1,2000-1060,Brick/ement for Castings & Adjustments,N,C,,NR,P,26850,7785.11,7785.11,7785.11,7785.11,51.90073333,0,0,0,7214.89,Y,15000,Y,11850,0,0,26850,0,0,15000,Y,11850,0,0,26850,0,0,0,0,0,N,0,0,-15000,0,0,15000,0,0,0,0,0,0,-15000,0,0,15000,15000,0,0,0,0,0,0,,0,686,635.75,1321.75,NA,1,0,1,1,LS,6109.91,0,6109.91,7214.89,
Y,IPCRP1-2000-1060-L,IPCRP1,IPCRP1,2000-1060,Brick/ement for Castings & Adjustments,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,1,0,1,1,LS,0,0,0,0,
Y,IPCRP1-2000-1060-M,IPCRP1,IPCRP1,2000-1060,Brick/ement for Castings & Adjustments,N,M,,NR,P,71550,1620.32,1620.32,1533.93,1620.32,4.382657143,0,0,0,33379.68,Y,35000,Y,36550,0,0,71550,0,0,35000,Y,36550,0,0,71550,0,0,0,0,0,N,0,0,-35000,0,0,35000,0,0,0,0,0,0,-35000,0,0,35000,35000,0,0,0,0,0,0,,0,763,15745.13,16508.13,NA,1,0,1,1,LS,1620.32,86.39,1533.93,33379.68,
Y,IPCRP1-2000-1070-L,IPCRP1,IPCRP1,2000-1070,Aggregate Fill,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,644521,280776.2,363744.8,644521,CY,0,0,0,0,
Y,IPCRP1-2000-1070-M,IPCRP1,IPCRP1,2000-1070,Aggregate Fill,N,M,,NR,P,18344754,19752053.77,19752053.77,7448919.04,19752053.77,37.64237389,0,0,0,36600,Y,19788653.77,Y,-1443899.77,0,0,18344754,0,0,19788653.77,Y,-1443899.77,0,0,18344754,0,0,0,0,0,N,0,0,-19788653.77,0,0,19788653.77,0,0,0,0,0,0,-19788653.77,0,0,19788653.77,19788653.77,0,0,0,0,0,0,,0,358984.06,-352584.06,6400,NA,644521,280776.2,363744.8,644521,CY,19752053.77,12303134.73,7448919.04,36600,
Y,IPCRP1-2000-1080-L,IPCRP1,IPCRP1,2000-1080,Aggregate Stone,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,10502,66408.35,9591.65,76000,CY,0,0,0,0,"Delivery claimed quantity is 18,222.59 (Athens 10,493.29 CY + Tilcon 6,098.05 CY + Evergreen 1,631.25 CY)"
Y,IPCRP1-2000-1080-M,IPCRP1,IPCRP1,2000-1080,Aggregate Stone,N,M,,NR,P,341776,4315356.95,4315356.95,2716541.31,4315356.95,64.57868878,0,0,0,-108796.92,Y,4206560.03,Y,-3864784.03,0,0,341776,0,0,4206560.03,Y,-3864784.03,0,0,341776,0,0,0,0,0,N,0,0,-4206560.03,119581.19,93417.35,4206560.03,0,0,0,10039.66,49402.73,0,-4206560.03,0,0,4206560.03,4206560.03,0,0,0,0,0,0,,0,217767.96,-39295,178472.96,NA,10502,66408.35,9591.65,76000,CY,4324140.35,1598815.64,2725324.71,-108796.92,"Delivery claimed quantity is 18,222.59 (Athens 10,493.29 CY + Tilcon 6,098.05 CY + Evergreen 1,631.25 CY)"
Y,IPCRP1-2000-1090-L,IPCRP1,IPCRP1,2000-1090,Aggregate Sand,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,61979,38864.44,3485.56,42350,CY,0,0,0,0,
Y,IPCRP1-2000-1090-M,IPCRP1,IPCRP1,2000-1090,Aggregate Sand,N,M,,NR,P,1961221,2293563.57,2293563.57,1910025.74,2293563.57,89.84157588,0,0,0,-167570.43,Y,2125993.14,Y,-164772.14,0,0,1961221,0,0,2125993.14,Y,-164772.14,0,0,1961221,0,0,0,0,0,N,0,0,-2125993.14,16793.93,59844.35,2125993.14,0,0,0,0,5650.96,0,-2125993.14,0,0,2125993.14,2125993.14,0,0,0,0,0,0,,0,114716.7,-11513.82,103202.88,NA,61979,38864.44,3485.56,42350,CY,2293563.57,383537.83,1910025.74,-167570.43,"ATHENS AGGREGATES LLC @$40,400.33, HUNTERS POINT RECYCLING, INC @$26,250.33, REDWOOD CONTRACTING CORP @$4,168.33, DUN-RITE SAND & GRAVEL CO INC @$346,223.33, EVERGREEN RECYCLING OF CORONA @$28,500.33"
Y,IPCRP1-2000-1090-S,IPCRP1,IPCRP1,2000-1090,Aggregate Sand,N,S,,UNIT,A,0,0,0,0,0,0,0,0,0,0,N,0,N,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.66,98.66,0,98.66,0,98.66,NA,61979,38864.44,3485.56,42350,CY,0,0,0,0,
Y,IPCRP1-2000-1100-C,IPCRP1,IPCRP1,2000-1100,"Dump Asph/Dirt/Mixed/Conc/C&G/ Excess Surcharge,",N,C,,NR,P,19319104,4960297.68,4960297.68,3287028.28,4960297.68,42.03089545,0,0,0,2860207.32,Y,7820505,Y,11498599,0,0,19319104,0,0,7820505,Y,11498599,0,0,19319104,0,0,0,0,0,N,0,0,-7820505,37397.3,6818.1,7820505,0,0,0,20375.5,35564.34,0,-7820505,0,0,7820505,7820505,0,0,0,0,0,0,,0,2678189.18,124014.23,2802203.41,NA,328858,61393.09,80798.91,142192,CY,4959812.44,1673269.4,3286543.04,2860207.32,
Y,IPCRP1-2000-1100-L,IPCRP1,IPCRP1,2000-1100,"Dump Asph/Dirt/Mixed/Conc/C&G/ Excess Surcharge,",N,L,,UNIT,P,0,-3.44,-3.44,-3.44,-3.44,100,0,0,0,0,Y,-3.44,Y,3.44,0,0,0,0,0,-3.44,Y,3.44,0,0,0,0,0,0,0,0,N,0,0,3.44,0,0,-3.44,0,0,0,0,0,0,3.44,0,0,-3.44,-3.44,0,0,0,0,0,0,0,0,0,0,0,HR,328858,61393.09,80798.91,142192,CY,0,0,0,0,"1.5T/CY = 130#/CF. Deduct 200,000T (133,333CY) of quantity, as a result of disposed material being included under Haz Mat disposal."
Y,IPCRP1-2000-1110-L,IPCRP1,IPCRP1,2000-1110,Trucking,N,L,,UNIT,P,0,1385,1385,0,1385,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,8051,4966,3085,8051,TD,1385,1385,0,0,
Y,IPCRP1-2000-1110-S,IPCRP1,IPCRP1,2000-1110,Trucking,N,S,,NR,A,11427869,12343197.14,12343197.14,9530113.77,12343197.14,75.01381615,0,0,0,361280.86,Y,12704478,Y,-1276609,0,0,11427869,0,0,12704478,Y,-1276609,0,0,11427869,0,0,0,0,0,N,0,0,-12704478,278896.85,123359.65,12704478,0,0,0,0,50000,0,-12704478,0,0,12704478,12704478,0,0,0,0,0,0,,0,60220.81,-60219.81,1,NA,8051,4966,3085,8051,TD,12343197.14,2813083.37,9530113.77,361280.86,"KMA base @43,500; Phantom base @50,000; Redwood @351,040"
Y,IPCRP1-2000-1111-C,IPCRP1,IPCRP1,2000-1111,Barge Rentals,N,C,,UNIT,U,0,201547.92,201547.92,155292.66,201547.92,77.04999387,0,0,0,0,Y,201547.92,Y,-201547.92,0,0,0,0,0,201547.92,Y,-201547.92,0,0,0,0,0,0,0,0,N,0,0,-201547.92,0,0,201547.92,0,0,0,0,0,0,-201547.92,0,0,201547.92,201547.92,0,0,0,0,0,0,0,0,24.67,-24.67,0,NA,20,14,6,20,BM,201297.92,46255.26,155042.66,0,"VS added, based on 20 barge months @ 6.5K/mo + tax.   If used, this should reduce the # of truck days needed in activity 2000-1110 (Trucking)"
Y,IPCRP1-2000-1111-L,IPCRP1,IPCRP1,2000-1111,Barge Rentals,N,L,,UNIT,P,0,0,0,0,0,0,0,0,0,0,Y,0,Y,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HR,20,14,6,20,BM,0,0,0,0,
Y,IPCRP1-2000-1120-C,IPCRP1,IPCRP1,2000-1120,20/30 CY C&D Containers,N,C,,NR,P,1860518,3122139.17,3122139.17,2516989.73,3122139.17,85.09992632,0,0,0,-164451.85,Y,2957687.32,Y,-1097169.32,0,0,1860518,0,0,2957687.32,Y,-1097169.32,0,0,1860518,0,0,0,0,0,N,0,0,-2957687.32,23871.7,186580.13,2957687.32,0,0,0,29263.49,105706.21,0,-2957687.32,0,0,2957687.32,2957687.32,0,0,0,0,0,0,,0,38838.63,-4340.3,34498.33,NA,1796,2554,296,2850,EA,3122139.17,605149.44,2516989.73,-164451.85,
